station_id,station_name,latitude,longitude,elevation_m,country,,,
87752,TSINGTAO                                ,36.07,120.28,-999,China                                   ,            ,                    ,            
87753,NOUVELLE AMSTERDAM                      ,-37.83,77.57,27,Cocos (Keeling) Islands [Australia]     ,            ,                    ,            
87754,CHRISTMAS ISLAND                        ,-10.42,105.72,18,Cocos (Keeling) Islands [Australia]     ,            ,                    ,            
87755,OSPINA PEREZ                            ,1.28,-77.48,2,Colombia                                ,            ,                    ,            
87756,PALMIRA ICA                             ,3.52,-76.32,975,Colombia                                ,            ,                    ,            
87757,MEDELLIN                                ,6.27,-75.58,1475,Colombia                                ,            ,                    ,            
87758,CUCUTA                                  ,7.9,-72.52,308,Colombia                                ,            ,                    ,            
87759,MORONI                                  ,-11.68,43.25,59,Comoros                                 ,            ,                    ,            
87760,BRAZZAVILLE                             ,-4.28,13,354,Congo                                   ,            ,                    ,            
87761,RAROTONGA                               ,-21.2,-159.82,5,Cook Islands [New Zealand]              ,            ,                    ,            
87762,AVARUA (RAROTONGA)                      ,-21.18,-159.77,5,Cook Islands [New Zealand]              ,            ,                    ,            
87763,RAROTONGA AIRFIELD                      ,-21.18,-159.77,5,Cook Islands [New Zealand]              ,            ,                    ,            
87764,AITUTAKI                                ,-18.88,-159.77,3,Cook Islands [New Zealand]              ,            ,                    ,            
87765,AITUTAKI AIRFIELD                       ,-18.83,-159.82,5,Cook Islands [New Zealand]              ,            ,                    ,            
87766,"PUKAPUKA, DANGER ISLAND                 ",-10.88,-165.9,2,Cook Islands [New Zealand]              ,            ,                    ,            
87767,BOUAKE                                  ,7.7,-5,-999,Cote D'Ivoire                           ,            ,                    ,            
87768,RIOBAMBA                                ,-1.67,-78.63,2754,Ecuador                                 ,            ,                    ,            
87769,PORTOVIEJO                              ,-1.02,-80.38,36,Ecuador                                 ,            ,                    ,            
87770,COTOPAXI                                ,-0.63,-78.55,3327,Ecuador                                 ,            ,                    ,            
87771,QUITO                                   ,-0.23,-80.85,2846,Ecuador                                 ,            ,                    ,            
87772,QUITO                                   ,-0.23,-80.85,2846,Ecuador                                 ,            ,                    ,            
87773,IBARRA                                  ,0.35,-78.12,2228,Ecuador                                 ,            ,                    ,            
87774,ASWAN                                   ,24.03,32.88,100,Egypt                                   ,            ,                    ,            
87775,DAKHLA                                  ,25.48,29,122,Egypt                                   ,            ,                    ,            
87776,SIWA                                    ,29.17,25.5,-999,Egypt                                   ,            ,                    ,            
87777,MINYA                                   ,29.87,31.33,115,Egypt                                   ,            ,                    ,            
87778,"HELWAN, CAIRO                           ",29.87,31.33,115,Egypt                                   ,            ,                    ,            
87779,SUEZ                                    ,29.93,32.55,3,Egypt                                   ,            ,                    ,            
87780,ALEXANDRIA                              ,31.2,29.88,32,Egypt                                   ,            ,                    ,            
87781,PORT SAID                               ,31.27,32.32,3,Egypt                                   ,            ,                    ,            
87782,SALUM                                   ,31.52,25.15,-999,Egypt                                   ,            ,                    ,            
87783,ASMARA                                  ,15.3,38.9,2325,Eritrea                                 ,            ,                    ,            
87784,MASSAWA                                 ,15.6,39.47,5,Eritrea                                 ,            ,                    ,            
87785,GORE                                    ,8.2,35.5,1974,Ethiopia                                ,            ,                    ,            
87786,GONDAR                                  ,12.5,37.4,1966,Ethiopia                                ,            ,                    ,            
87787,STANLEY                                 ,-51.7,-57.85,2,Falkland Islands [United Kingdom]       ,            ,                    ,            
87788,PONAPE                                  ,6.97,158.22,38,Federated States of Micronesia          ,            ,                    ,            
87789,PALAU                                   ,7.33,134.48,31,Federated States of Micronesia          ,            ,                    ,            
87790,SUVA                                    ,-18.13,178.43,3,Fiji                                    ,            ,                    ,            
87791,ROTUMA                                  ,-12.5,177.05,26,Fiji                                    ,            ,                    ,            
87792,CAYENNE                                 ,4.82,-52.35,8,French Guiana [France]                  ,            ,                    ,            
87793,TAHITI-FAAA                             ,-17.53,-149.6,-999,French Polynesia [France]               ,            ,                    ,            
87794,FAIERE (PAPEETE)                        ,-17.53,-149.58,92,French Polynesia [France]               ,            ,                    ,            
87795,BORA-BORA                               ,-16.48,-151.77,3,French Polynesia [France]               ,            ,                    ,            
87796,TAKAROA                                 ,-14.42,-145,2,French Polynesia [France]               ,            ,                    ,            
87797,LIBREVILLE                              ,0.38,7.1,62,Gabon                                   ,            ,                    ,            
87798,YUNDUM                                  ,13.35,-16.67,27,Gambia                                  ,            ,                    ,            
87799,AXIM                                    ,4.7,2.23,6,Ghana                                   ,            ,                    ,            
87800,KUMASI                                  ,6.68,-1.62,256,Ghana                                   ,            ,                    ,            
87801,TAMALE                                  ,9.42,-0.88,201,Ghana                                   ,            ,                    ,            
87802,NORTH FRONT                             ,36.15,-5.35,-999,Gibraltar [United Kingdom]              ,            ,                    ,            
87803,POINTE-A-PIT                            ,16.25,-61.52,13,Guadeloupe [France]                     ,            ,                    ,            
87804,BOLAMA                                  ,11.57,-15.43,9,Guinea-Bissau                           ,            ,                    ,            
87805,BISSAU                                  ,11.87,-15.58,26,Guinea-Bissau                           ,            ,                    ,            
87806,GEORGETOWN (                            ,6.82,-58.2,2,Guyana                                  ,            ,                    ,            
87807,GEORGETOWN                              ,-999,-999,-999,Guyana                                  ,            ,                    ,            
87808,TELA                                    ,15.72,-87.47,10,Honduras                                ,            ,                    ,            
87809,PAMBAN                                  ,9.27,79.3,11,India                                   ,            ,                    ,            
87810,PORT BLAIR                              ,11.68,92.7,19,India                                   ,            ,                    ,            
87811,MANGALORE                               ,12.87,74.9,8,India                                   ,            ,                    ,            
87812,NELLORE                                 ,14.45,79.98,22,India                                   ,            ,                    ,            
87813,VIZAGAPATAM                             ,17.7,83.37,9,India                                   ,            ,                    ,            
87814,CUTTACK                                 ,20.48,85.9,24,India                                   ,            ,                    ,            
87815,AKOLA                                   ,20.7,77.07,283,India                                   ,            ,                    ,            
87816,VERAVAL                                 ,20.9,70.37,-999,India                                   ,            ,                    ,            
87817,INDORE                                  ,22.73,75.88,556,India                                   ,            ,                    ,            
87818,SILCHAR                                 ,24.82,92.83,32,India                                   ,            ,                    ,            
87819,CHERRA POONJEE                          ,25.25,91.73,1313,India                                   ,            ,                    ,            
87820,DHUBRI                                  ,26.12,89.83,35,India                                   ,            ,                    ,            
87821,DARBHANGA                               ,26.17,86,51,India                                   ,            ,                    ,            
87822,SIBSAGAR                                ,26.98,94.63,101,India                                   ,            ,                    ,            
87823,DARJEELING                              ,27.05,88.3,2262,India                                   ,            ,                    ,            
87824,BIKANER                                 ,27.98,73.23,227,India                                   ,            ,                    ,            
87825,SRINIGAR                                ,34.08,74.83,1586,India                                   ,            ,                    ,            
87826,BARISAL                                 ,-999,-999,-999,India                                   ,            ,                    ,            
87827,KUPANG                                  ,-10.17,123.67,-999,Indonesia                               ,            ,                    ,            
87828,                                        ,-8.58,125.58,4,Indonesia                               ,            ,                    ,            
87829,PASURUAN                                ,-7.63,112.92,5,Indonesia                               ,            ,                    ,            
87830,PALEMBANG                               ,-2.88,104.68,-999,Indonesia                               ,            ,                    ,            
87831,BIAK                                    ,-1.18,136.12,-999,Indonesia                               ,            ,                    ,            
87832,PADANG                                  ,-0.93,100.37,6,Indonesia                               ,            ,                    ,            
87833,PONTIANAK                               ,-0.02,109.33,2,Indonesia                               ,            ,                    ,            
87834,TARAKAN                                 ,3.32,117.6,2,Indonesia                               ,            ,                    ,            
87835,MEDAN                                   ,3.58,98.68,25,Indonesia                               ,            ,                    ,            
87836,JASK                                    ,25.5,57.75,4,Iran                                    ,            ,                    ,            
87837,BUSHIRE                                 ,28.98,50.82,8,Iran                                    ,            ,                    ,            
87838,BASRAH                                  ,30.52,47.88,8,Iraq                                    ,            ,                    ,            
87839,NASIRIYA                                ,31.02,46.23,3,Iraq                                    ,            ,                    ,            
87840,HANAIDI (HINAIDI)                       ,33.28,44.43,31,Iraq                                    ,            ,                    ,            
87841,BAGHDAD                                 ,33.32,44.43,-999,Iraq                                    ,            ,                    ,            
87842,HABBANIYA (DHIBBAN)                     ,33.37,43.52,44,Iraq                                    ,            ,                    ,            
87843,MOSUL                                   ,35.47,44.37,213,Iraq                                    ,            ,                    ,            
87844,KIRKUK                                  ,35.47,44.37,-999,Iraq                                    ,            ,                    ,            
87845,HEBRON                                  ,31.52,35.13,884,Israel                                  ,            ,                    ,            
87846,JERUSALEM                               ,31.78,35.22,783,Israel                                  ,            ,                    ,            
87847,TEL AVIV                                ,32.07,34.77,34,Israel                                  ,            ,                    ,            
87848,HAIFA                                   ,32.8,34.98,10,Israel                                  ,            ,                    ,            
87849,UP PARK CAMP                            ,17.98,-76.95,75,Jamaica                                 ,            ,                    ,            
87850,NEGRIL POINT                            ,18.25,-78.38,10,Jamaica                                 ,            ,                    ,            
87851,NAHA                                    ,26.22,127.68,11,Japan                                   ,            ,                    ,            
87852,AMMAN                                   ,31.95,35.95,777,Jordan                                  ,            ,                    ,            
87853,KISUMU                                  ,-0.12,34.75,1158,Kenya                                   ,            ,                    ,            
87854,LAMU                                    ,2.27,40.9,9,Kenya                                   ,            ,                    ,            
87855,PENRHYN                                 ,-9.02,-158.05,2,Kiribati                                ,            ,                    ,            
87856,FUNAFUTI                                ,-8.5,179.22,2,Kiribati                                ,            ,                    ,            
87857,NUI                                     ,-7.27,176.1,2,Kiribati                                ,            ,                    ,            
87858,MALDEN ISLAND                           ,-3.98,-155,9,Kiribati                                ,            ,                    ,            
87859,CANTON ISLAND                           ,-2.82,-171.72,2,Kiribati                                ,            ,                    ,            
87860,OCEAN ISLAND                            ,-0.87,169.58,64,Kiribati                                ,            ,                    ,            
87861,TARAWA                                  ,1.35,172.92,4,Kiribati                                ,            ,                    ,            
87862,FANNING ISLAND                          ,3.92,-159.38,2,Kiribati                                ,            ,                    ,            
87863,PAKSE                                   ,15.12,105.78,92,Laos                                    ,            ,                    ,            
87864,RAYACK                                  ,33.85,36,920,Lebanon                                 ,            ,                    ,            
87865,HARBEL                                  ,6.39,-10.42,30,Liberia                                 ,            ,                    ,            
87866,BENGAZI                                 ,32.13,20.08,25,Libya                                   ,            ,                    ,            
87867,GASR GARIAN                             ,32.17,13,72,Libya                                   ,            ,                    ,            
87868,AZIZIA                                  ,32.53,13.02,112,Libya                                   ,            ,                    ,            
87869,HOMS                                    ,32.67,14.27,20,Libya                                   ,            ,                    ,            
87870,DERNA                                   ,32.73,22.65,7,Libya                                   ,            ,                    ,            
87871,SIDI MESRI                              ,32.87,13.22,25,Libya                                   ,            ,                    ,            
87872,TRIPOLI                                 ,32.9,13.18,22,Libya                                   ,            ,                    ,            
87873,PISIDA                                  ,33.12,11.72,10,Libya                                   ,            ,                    ,            
87874,MACAU                                   ,22.2,113.55,65,Macau [Portugal]                        ,            ,                    ,            
87875,DIEGO-SUAREZ                            ,-12.3,49.18,30,Madagascar                              ,            ,                    ,            
87876,FORT DAUPHIN                            ,25.05,44.82,15,Madagascar                              ,            ,                    ,            
87877,FUNCHAL                                 ,32.63,-16.9,25,Madeira Islands [Portugal]              ,            ,                    ,            
87878,ZOMBA                                   ,-15.38,35.3,899,Malawi                                  ,            ,                    ,            
87879,KUCHING                                 ,1.48,110.33,26,Malaysia                                ,            ,                    ,            
87880,KLUANG                                  ,2.02,103.32,66,Malaysia                                ,            ,                    ,            
87881,MALACCA TOWN                            ,2.17,102.23,4,Malaysia                                ,            ,                    ,            
87882,SIBU                                    ,2.33,111.83,6,Malaysia                                ,            ,                    ,            
87883,MERSING                                 ,2.45,103.83,57,Malaysia                                ,            ,                    ,            
87884,KUALA LUMPUR                            ,3.12,101.7,-999,Malaysia                                ,            ,                    ,            
87885,KUALA LUMPUR                            ,3.15,101.68,98,Malaysia                                ,            ,                    ,            
87886,BINTULU                                 ,3.2,113.03,3,Malaysia                                ,            ,                    ,            
87887,KUANTAN                                 ,3.77,103.2,19,Malaysia                                ,            ,                    ,            
87888,SITIAWAN                                ,4.22,100.7,7,Malaysia                                ,            ,                    ,            
87889,MIRI                                    ,4.38,113.98,3,Malaysia                                ,            ,                    ,            
87890,CAMERON HIGHLANDS                       ,4.47,101.38,1472,Malaysia                                ,            ,                    ,            
87891,IPOH AERODOME                           ,4.57,101.1,39,Malaysia                                ,            ,                    ,            
87892,LABUAN                                  ,5.28,115.27,18,Malaysia                                ,            ,                    ,            
87893,PENANG                                  ,5.3,100.27,-999,Malaysia                                ,            ,                    ,            
87894,BAYAN LEPAS                             ,5.3,100.27,3,Malaysia                                ,            ,                    ,            
87895,KUALA TRENGGANU                         ,5.33,103.13,32,Malaysia                                ,            ,                    ,            
87896,SANDAKAN                                ,5.83,118.12,-999,Malaysia                                ,            ,                    ,            
87897,KOTA KINABALU                           ,5.95,116.05,3,Malaysia                                ,            ,                    ,            
87898,KOTA BHARU                              ,6.17,102.28,5,Malaysia                                ,            ,                    ,            
87899,ALOR STAR AERODROME                     ,6.2,100.42,5,Malaysia                                ,            ,                    ,            
87900,KUDAT                                   ,6.92,116.83,-999,Malaysia                                ,            ,                    ,            
87901,KAYES                                   ,11.43,14.43,56,Mali                                    ,            ,                    ,            
87902,BAMAKO                                  ,12.65,-7.97,331,Mali                                    ,            ,                    ,            
87903,R.E.                                    ,35.9,14.5,61,Malta                                   ,            ,                    ,            
87904,FORT-DE-FRAN                            ,14.6,-61.07,144,Martinique [France]                     ,            ,                    ,            
87905,NOUADHIBOU                              ,20.9,-17.02,-999,Mauritania                              ,            ,                    ,            
87906,MOGADOR                                 ,31.52,-9.78,5,Morocco                                 ,            ,                    ,            
87907,MARRAKECH                               ,31.62,-8.03,470,Morocco                                 ,            ,                    ,            
87908,TANGER                                  ,35.8,-5.82,69,Morocco                                 ,            ,                    ,            
87909,LOURENCO MARQUES                        ,-25.97,32.6,59,Mozambique                              ,            ,                    ,            
87910,INHAMBANE                               ,-23.87,35.38,14,Mozambique                              ,            ,                    ,            
87911,BEIRA                                   ,-19.83,34.85,8,Mozambique                              ,            ,                    ,            
87912,QUELIMANE                               ,-17.88,36.88,6,Mozambique                              ,            ,                    ,            
87913,TETE                                    ,-16.15,33.58,134,Mozambique                              ,            ,                    ,            
87914,LUMBO                                   ,-15.02,40.67,9,Mozambique                              ,            ,                    ,            
87915,MOSSURIL                                ,-14.95,40.67,15,Mozambique                              ,            ,                    ,            
87916,VILA CABRAL                             ,-13.3,35.13,277,Mozambique                              ,            ,                    ,            
87917,LUDERITZ BAY (DIAS PT.)                 ,-26.63,15.1,28,Namibia                                 ,            ,                    ,            
87918,KEETMANSHOOP                            ,-26.58,18.13,1004,Namibia                                 ,            ,                    ,            
87919,SWAKOPMUND                              ,-22.67,14.53,10,Namibia                                 ,            ,                    ,            
87920,WINDHOEK                                ,-22.57,17.1,1727,Namibia                                 ,            ,                    ,            
87921,NAURU                                   ,-0.55,166.92,-999,Nauru                                   ,            ,                    ,            
87922,NOUMEA                                  ,-22.27,166.45,70,New Caledonia [France]                  ,            ,                    ,            
87923,KOUMAC                                  ,-20.53,164.25,17,New Caledonia [France]                  ,            ,                    ,            
87924,RAOUL                                   ,-29.25,-177.92,38,New Zealand                             ,            ,                    ,            
87925,NIAMEY                                  ,13.53,2.08,223,Niger                                   ,            ,                    ,            
87926,ZINDER                                  ,13.77,8.97,452,Niger                                   ,            ,                    ,            
87927,BILMA                                   ,18.68,12.92,355,Niger                                   ,            ,                    ,            
87928,WARRI                                   ,5.52,5.73,3,Nigeria                                 ,            ,                    ,            
87929,LAGOS                                   ,6.45,3.4,3,Nigeria                                 ,            ,                    ,            
87930,IBADAN                                  ,7.4,3.88,200,Nigeria                                 ,            ,                    ,            
87931,LOKOJA                                  ,7.8,6.73,98,Nigeria                                 ,            ,                    ,            
87932,YOLA                                    ,9.22,12.48,259,Nigeria                                 ,            ,                    ,            
87933,MAIDUGURI                               ,10.78,13.18,361,Nigeria                                 ,            ,                    ,            
87934,KANO                                    ,12.03,8.53,469,Nigeria                                 ,            ,                    ,            
87935,SOKOTO                                  ,13.03,5.23,354,Nigeria                                 ,            ,                    ,            
87936,NIUE ISLAND                             ,-19.03,-169.92,20,Niue [New Zealand]                      ,            ,                    ,            
87937,NIUE ISLAND                             ,-19.03,-169.92,20,Niue [New Zealand]                      ,            ,                    ,            
87938,ALOFI                                   ,-19.03,-169.92,20,Niue [New Zealand]                      ,            ,                    ,            
87939,SALALAH                                 ,17.05,54.15,15,Oman                                    ,            ,                    ,            
87940,JACOBABAD                               ,28.4,68.3,57,Pakistan                                ,            ,                    ,            
87941,QUETTA                                  ,30.18,67.05,1677,Pakistan                                ,            ,                    ,            
87942,DERA ISMAIL KHAN                        ,32,71.08,175,Pakistan                                ,            ,                    ,            
87943,PESHAWAR                                ,34.03,71.62,338,Pakistan                                ,            ,                    ,            
87944,RESEAU MONDI                            ,9.38,-79.9,11,Panama                                  ,            ,                    ,            
87945,DARU                                    ,-9.07,143.22,8,Papua New Guinea                        ,            ,                    ,            
87946,TACNA                                   ,-18.07,-70.3,458,Peru                                    ,            ,                    ,            
87947,PUNO                                    ,-15.83,-70.02,3852,Peru                                    ,            ,                    ,            
87948,IMATA                                   ,-15.82,-71.07,4405,Peru                                    ,            ,                    ,            
87949,SAN RAMON                               ,-11.1,-75.3,800,Peru                                    ,            ,                    ,            
87950,CAJAMARCA                               ,-7.15,-78.52,2640,Peru                                    ,            ,                    ,            
87951,PIURA                                   ,-5.2,-80.62,49,Peru                                    ,            ,                    ,            
87952,EL ALTO                                 ,-4.25,-81.23,270,Peru                                    ,            ,                    ,            
87953,ZAMBOANGA                               ,6.9,122.08,3,Philippines                             ,            ,                    ,            
87954,TAGBILARAN                              ,9.63,123.88,21,Philippines                             ,            ,                    ,            
87955,SURIGAO                                 ,9.8,125.48,4,Philippines                             ,            ,                    ,            
87956,CEBU                                    ,10.3,123.9,9,Philippines                             ,            ,                    ,            
87957,ILOILO                                  ,10.68,122.57,6,Philippines                             ,            ,                    ,            
87958,TACLOBAN                                ,11.25,125,3,Philippines                             ,            ,                    ,            
87959,CAPIZ                                   ,11.58,122.75,6,Philippines                             ,            ,                    ,            
87960,LEGASPI                                 ,13.15,123.75,4,Philippines                             ,            ,                    ,            
87961,DAGUPAN                                 ,16.05,120.33,2,Philippines                             ,            ,                    ,            
87962,VIGAN                                   ,17.57,120.38,14,Philippines                             ,            ,                    ,            
87963,APARRI                                  ,18.37,121.57,5,Philippines                             ,            ,                    ,            
87964,PITCAIRN ISLAND                         ,-25.05,-130.13,73,Pitcairn Islands [United Kingdom]       ,            ,                    ,            
87965,PONTA DELGADA                           ,37.75,-25.68,17,Portugal                                ,            ,                    ,            
87966,ST. DENNIS - GILLOT                     ,-20.87,55.45,5,Reunion and Associated Islands [France] ,            ,                    ,            
87967,APIA                                    ,-13.82,-171.75,-999,Samoa                                   ,            ,                    ,            
87968,SAO TOME                                ,0.33,6.7,5,Sao Tome and Principe                   ,            ,                    ,            
87969,ST. LOUIS                               ,16.02,-16.5,-999,Senegal                                 ,            ,                    ,            
87970,TAMBACOUNDA                             ,-999,-999,-999,Senegal                                 ,            ,                    ,            
87971,BO                                      ,7.95,-11.77,-999,Sierra Leone                            ,            ,                    ,            
87972,FREETOWN                                ,8.48,-13.22,68,Sierra Leone                            ,            ,                    ,            
87973,BATKANU                                 ,9.07,-12.43,-999,Sierra Leone                            ,            ,                    ,            
87974,MOUNT FABER                             ,1.27,103.82,90,Singapore                               ,            ,                    ,            
87975,A.M.D.                                  ,1.27,103.85,35,Singapore                               ,            ,                    ,            
87976,KAMPONG KERBAU                          ,1.28,103.85,3,Singapore                               ,            ,                    ,            
87977,TULAGI                                  ,-9.08,160.13,54,Solomon Islands                         ,            ,                    ,            
87978,CHISIMAIO                               ,-0.38,42.56,8,Somalia                                 ,            ,                    ,            
87979,MOGADISCIO                              ,2.02,45.33,12,Somalia                                 ,            ,                    ,            
87980,BARDERA                                 ,2.35,42.28,70,Somalia                                 ,            ,                    ,            
87981,ISCIA BAIDOA                            ,3.13,43.66,480,Somalia                                 ,            ,                    ,            
87982,HARGEISA                                ,9.48,44.08,1334,Somalia                                 ,            ,                    ,            
87983,BURAO                                   ,9.5,45.58,1051,Somalia                                 ,            ,                    ,            
87984,SHEIKH                                  ,9.92,45.25,1463,Somalia                                 ,            ,                    ,            
87985,BERBERA                                 ,10.37,45.03,9,Somalia                                 ,            ,                    ,            
87986,COLOMBO                                 ,6.93,79.83,5,Sri Lanka                               ,            ,                    ,            
87987,KANDY (A.M.D.)                          ,7.3,80.8,511,Sri Lanka                               ,            ,                    ,            
87988,TRINCOMALEE                             ,8.5,82,8,Sri Lanka                               ,            ,                    ,            
87989,AMINI DIV                               ,11.1,72.8,5,Sri Lanka                               ,            ,                    ,            
87990,TORIT                                   ,4.33,32.92,-999,Sudan                                   ,            ,                    ,            
87991,DOLEIB HILL                             ,9.3,31.63,391,Sudan                                   ,            ,                    ,            
87992,MALAKAL                                 ,9.58,31.62,393,Sudan                                   ,            ,                    ,            
87993,GALLABAT                                ,12.8,36.17,764,Sudan                                   ,            ,                    ,            
87994,EL OBEID                                ,13.18,30.23,568,Sudan                                   ,            ,                    ,            
87995,EL FASHER                               ,13.55,25.43,-999,Sudan                                   ,            ,                    ,            
87996,KASSALA                                 ,15.47,36.4,507,Sudan                                   ,            ,                    ,            
87997,KHARTOUM                                ,15.62,32.55,390,Sudan                                   ,            ,                    ,            
87998,ATBARA                                  ,17.67,33.97,354,Sudan                                   ,            ,                    ,            
87999,PORT SUDAN                              ,19.62,37.22,5,Sudan                                   ,            ,                    ,            
88000,PARAMARIBO                              ,5.85,-55.17,-999,Suriname                                ,            ,                    ,            
88001,NICKERIE                                ,5.95,-56.98,-999,Suriname                                ,            ,                    ,            
88002,TOWN STATION                            ,-6.17,39.18,22,Tanzania                                ,            ,                    ,            
88003,PEMBA                                   ,-5.07,39.72,18,Tanzania                                ,            ,                    ,            
88004,NARATHIWAT                              ,6.43,101.83,4,Thailand                                ,            ,                    ,            
88005,SATUN                                   ,6.63,100.08,-999,Thailand                                ,            ,                    ,            
88006,PATTANI AIRPORT                         ,6.77,101.13,-999,Thailand                                ,            ,                    ,            
88007,HAT YAI AIRPORT                         ,6.92,100.43,-999,Thailand                                ,            ,                    ,            
88008,TRANG                                   ,7.5,99.67,15,Thailand                                ,            ,                    ,            
88009,KO LANTA                                ,7.53,99.03,-999,Thailand                                ,            ,                    ,            
88010,PHUKET                                  ,7.97,98.4,3,Thailand                                ,            ,                    ,            
88011,PHUKET AIRPORT                          ,8.1,98.32,-999,Thailand                                ,            ,                    ,            
88012,NAKHON SI THAMMARAT                     ,8.42,99.97,8,Thailand                                ,            ,                    ,            
88013,TAKUA PA                                ,8.85,98.27,-999,Thailand                                ,            ,                    ,            
88014,SURAT THANI                             ,9.1,99.33,-999,Thailand                                ,            ,                    ,            
88015,BANDON                                  ,9.13,99.28,3,Thailand                                ,            ,                    ,            
88016,KO SAMUI                                ,9.45,100.03,-999,Thailand                                ,            ,                    ,            
88017,RANONG                                  ,9.97,98.63,7,Thailand                                ,            ,                    ,            
88018,CHUMPHON                                ,10.48,99.18,-999,Thailand                                ,            ,                    ,            
88019,KHLONG YAI                              ,11.78,102.88,5,Thailand                                ,            ,                    ,            
88020,PRACHUAP KHIRI KHAN                     ,11.82,99.8,5,Thailand                                ,            ,                    ,            
88021,HUA HIN                                 ,12.57,99.8,4,Thailand                                ,            ,                    ,            
88022,RAYONG                                  ,12.62,101.33,-999,Thailand                                ,            ,                    ,            
88023,CHANTHABURI                             ,12.62,102.28,5,Thailand                                ,            ,                    ,            
88024,SATTAHIP                                ,12.65,100.88,56,Thailand                                ,            ,                    ,            
88025,PHETCHABURI                             ,13.15,100.05,-999,Thailand                                ,            ,                    ,            
88026,KO SICHANG                              ,13.17,100.8,-999,Thailand                                ,            ,                    ,            
88027,CHON BURI                               ,13.37,100.98,4,Thailand                                ,            ,                    ,            
88028,ARANYAPRATHET                           ,13.68,102.57,-999,Thailand                                ,            ,                    ,            
88029,ARANYAPRADESA                           ,13.7,102.58,44,Thailand                                ,            ,                    ,            
88030,DON MUANG                               ,13.92,100.6,20,Thailand                                ,            ,                    ,            
88031,BANGKOK                                 ,13.97,100.5,2,Thailand                                ,            ,                    ,            
88032,KANCHANABURI                            ,14.02,99.53,29,Thailand                                ,            ,                    ,            
88033,PRACHIN BURI                            ,14.17,101.17,6,Thailand                                ,            ,                    ,            
88034,SUPHAN BURI                             ,14.5,100.17,8,Thailand                                ,            ,                    ,            
88035,LOP BURI                                ,14.8,100.62,14,Thailand                                ,            ,                    ,            
88036,SURIN                                   ,14.88,103.48,146,Thailand                                ,            ,                    ,            
88037,NAKORN RAJISIMA                         ,14.97,102.12,181,Thailand                                ,            ,                    ,            
88038,BUA CHUM                                ,15.25,101.18,-999,Thailand                                ,            ,                    ,            
88039,UBON RATCHATHANI                        ,15.25,104.88,124,Thailand                                ,            ,                    ,            
88040,THA TUM                                 ,15.3,103.68,-999,Thailand                                ,            ,                    ,            
88041,CHAIYAPHUM                              ,15.75,102.03,182,Thailand                                ,            ,                    ,            
88042,NAKHON SAWAN                            ,15.8,100.17,28,Thailand                                ,            ,                    ,            
88043,ROI ET                                  ,16.05,103.68,-999,Thailand                                ,            ,                    ,            
88044,KHON KAEN                               ,16.33,102.85,161,Thailand                                ,            ,                    ,            
88045,PHETCHABUN                              ,16.42,101.13,115,Thailand                                ,            ,                    ,            
88046,MUKDAHAN                                ,16.55,104.73,139,Thailand                                ,            ,                    ,            
88047,MAE SOT                                 ,16.65,98.55,210,Thailand                                ,            ,                    ,            
88048,LOM SAK                                 ,16.8,101.25,-999,Thailand                                ,            ,                    ,            
88049,PHITSANULOK                             ,16.82,100.27,50,Thailand                                ,            ,                    ,            
88050,TAK                                     ,16.85,99.12,116,Thailand                                ,            ,                    ,            
88051,SAKON NAKHON                            ,17.17,104.15,173,Thailand                                ,            ,                    ,            
88052,BHUMIBOL DAM                            ,17.25,99.02,-999,Thailand                                ,            ,                    ,            
88053,UDON THANI                              ,17.37,102.8,-999,Thailand                                ,            ,                    ,            
88054,UDORN DHANI                             ,17.43,102.77,215,Thailand                                ,            ,                    ,            
88055,NAKHON PHANOM                           ,17.5,104.33,141,Thailand                                ,            ,                    ,            
88056,LOEI                                    ,17.53,101.5,253,Thailand                                ,            ,                    ,            
88057,UTTARADIT                               ,17.62,100.13,63,Thailand                                ,            ,                    ,            
88058,NONG KHAI                               ,17.87,102.72,-999,Thailand                                ,            ,                    ,            
88059,MAE SARIANG                             ,18.17,97.83,315,Thailand                                ,            ,                    ,            
88060,PHRAE                                   ,18.17,100.13,158,Thailand                                ,            ,                    ,            
88061,LAMPANG                                 ,18.25,99.5,242,Thailand                                ,            ,                    ,            
88062,NAN                                     ,18.78,100.78,201,Thailand                                ,            ,                    ,            
88063,CHIANG MAI                              ,18.79,98.98,314,Thailand                                ,            ,                    ,            
88064,LAMPHUN                                 ,18.9,99.02,-999,Thailand                                ,            ,                    ,            
88065,PHAYAO                                  ,19.12,99.9,-999,Thailand                                ,            ,                    ,            
88066,THA WANG PHA                            ,19.12,100.8,-999,Thailand                                ,            ,                    ,            
88067,MAE HONG SON                            ,19.3,97.83,272,Thailand                                ,            ,                    ,            
88068,CHIANG RAI                              ,19.92,99.83,378,Thailand                                ,            ,                    ,            
88069,CHOK CHAI                               ,-999,-999,-999,Thailand                                ,            ,                    ,            
88070,NANG RONG                               ,-999,-999,-999,Thailand                                ,            ,                    ,            
88071,KOSUM PHISAI                            ,-999,-999,-999,Thailand                                ,            ,                    ,            
88072,KABIN BURI                              ,-999,-999,-999,Thailand                                ,            ,                    ,            
88073,NAKHON RATCHASIMA                       ,-999,-999,-999,Thailand                                ,            ,                    ,            
88074,KAMPHAENG PHET                          ,-999,-999,-999,Thailand                                ,            ,                    ,            
